"#"	"x"	"bhikkhupātimokkhapāḷi"	"pos"	"grammar"	"+case"	"tamil"	"meaning"	"lit. meaning"	"root"	"rt gp"	"sign"	"base"	"construction"	"compound type"	"compound construction"	"abbrev"	"source"	"sentence"	"aṭṭhakathā"
"27"	"38"	"ce"	"ind"	"0"	"0"	"0"	"if"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"10"	"15"	"uttariṃ"	"ind"	"adv, acc sg of uttara"	"0"	"0"	"more, moreover, furthermore"	"higher"	"√tar (cross)"	"1"	"a"	"0"	"ud + √tar + a + iṃ"	"0"	"0"	""	""	""	""
"1"	"1"	"appaharitepi"	"sandhi"	"noun + ind"	""	""	"even in few crops"	""	""	""	""	""	"appa + harite + api"	""	""	"PA 19"	"mahallakavihārasikkhāpadaṃ"	"mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ appaharite ṭhitena adhiṭṭhātabbaṃ, tato ce uttari <b>appaharite'pi</b> ṭhito adhiṭṭhaheyya, pācittiyaṃ."	""
"1"	"1"	"- appaharite"	"noun"	"nt loc sg of appaharita"	""	""	"where few crops"	"in little green"	""	""	""	""	"appa + harita"	"kammadhāraya"	"appa + harita"	"PA 19"	"mahallakavihārasikkhāpadaṃ"	"mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ appaharite ṭhitena adhiṭṭhātabbaṃ, tato ce uttari <b>appaharite</b>'pi ṭhito adhiṭṭhaheyya, pācittiyaṃ."	""
"18"	"26"	"- api"	"ind"	"conj"	"0"	"யாக"	"then, and, now, even"	"0"	"0"	"0"	"0"	"0"	"(a)pi"	"0"	"0"	""	""	""	""
"1"	"3"	"ṭhito"	"pp"	"masc nom sg of ṭhita"	""	""	"a (monk) standing"	"stood"	"√ṭhā (stand)"	"1"	"a"	""	""	""	""	"PA 19"	"mahallakavihārasikkhāpadaṃ"	"mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ appaharite ṭhitena adhiṭṭhātabbaṃ, tato ce uttari appaharite'pi <b>ṭhito</b> adhiṭṭhaheyya, pācittiyaṃ."	""
"1"	"1"	"adhiṭṭhaheyya"	"verb"	"opt 3rd sg of adhiṭṭhahati"	""	""	"he would arrange"	"he would determine"	"√ṭhā (stand)"	"1"	"a"	"√ṭhā + ṭhā > ṭhaha"	"adhi + ṭhaha + ti"	""	""	"PA 19"	"mahallakavihārasikkhāpadaṃ"	"mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ appaharite ṭhitena adhiṭṭhātabbaṃ, tato ce uttari appaharite'pi ṭhito <b>adhiṭṭhaheyya</b>, pācittiyaṃ."	""
"49"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"52"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"82"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"4"	"14"	"jānaṃ"	"ind"	"adv, from jānanta"	"0"	"0"	"knowingly, consciously, wittingly"	"knowing"	"√ñā (know)"	"5"	"nā"	"√ñā + nā > jānā"	"jānā + aṃ"	"0"	"0"	""	""	""	""
"1"	"2"	"sappāṇakaṃ"	"adj"	"nt acc sg of sappāṇaka"	""	""	"containing living beings"	"with breath"	"√an (breath)"	"1"	"a"	""	"sa + pa + √an + a + ka"	""	""	"PA 20"	"sappāṇakasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ <b>sappāṇakaṃ</b> udakaṃ tiṇaṃ vā mattikaṃ vā siñceyya vā siñcāpeyya vā, pācittiyaṃ."	""
"1"	"2"	"udakaṃ"	"noun"	"nt acc sg of udaka"	""	""	"water"	""	"√ud (be wet)"	"2"	"ṃa"	""	"√ud + aka"	""	""	"PA 20"	"sappāṇakasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ sappāṇakaṃ <b>udakaṃ</b> tiṇaṃ vā mattikaṃ vā siñceyya vā siñcāpeyya vā, pācittiyaṃ."	""
"1"	"1"	"tiṇaṃ"	"noun"	"nt acc sg of tiṇa"	""	""	"grass"	""	""	""	""	""	""	""	""	"PA 20"	"sappāṇakasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ sappāṇakaṃ udakaṃ <b>tiṇaṃ</b> vā mattikaṃ vā siñceyya vā siñcāpeyya vā, pācittiyaṃ."	""
"109"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"mattikaṃ"	"noun"	"fem acc sg of mattikā"	""	""	"clay"	""	"√madd (crush, grind)"	"1"	"a"	""	"√madd + ikā"	""	""	"PA 20"	"sappāṇakasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ sappāṇakaṃ udakaṃ tiṇaṃ vā <b>mattikaṃ</b> vā siñceyya vā siñcāpeyya vā, pācittiyaṃ."	""
"110"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"siñceyya"	"verb"	"opt 3rd sg of siñcati"	""	""	"he would pour"	"sprinkles"	"√sic (sprinkle, pour)"	"2"	"ṃa"	"√sic + ṃa > siñca"	"siñca + ti"	""	""	"PA 20"	"sappāṇakasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ sappāṇakaṃ udakaṃ tiṇaṃ vā mattikaṃ vā <b>siñceyya</b> vā siñcāpeyya vā, pācittiyaṃ."	""
"111"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"siñcāpeyya"	"verb"	"opt 3rd sg of siñcāpeti"	""	""	"he would make pour"	"causes to sprinkle"	"√sic (sprinkle, pour)"	"2"	"ṃa *āpe"	"√sic + ṃa + āpe > siñcāpe"	"siñcāpe + ti"	""	""	"PA 20"	"sappāṇakasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ sappāṇakaṃ udakaṃ tiṇaṃ vā mattikaṃ vā siñceyya vā <b>siñcāpeyya</b> vā, pācittiyaṃ."	""
"112"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"50"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"53"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"83"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"1"	"1"	"asammato"	"pp"	"masc nom sg of asammata"	""	""	"not authorized, unappointed"	"not thought together"	"√man (think)"	"3"	"ya"	""	"na + saṃ + √man + ta"	""	""	"PA 21"	"ovādasikkhāpadaṃ"	"yo pana bhikkhu <b>asammato</b> bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"1"	"4"	"bhikkhuniyo"	"noun"	"fem acc pl of bhikkhunī"	""	""	"nuns"	""	"√bhikkh (beg)"	"1"	"a"	""	"√bhikkh + u + nī"	""	""	"PA 21"	"ovādasikkhāpadaṃ"	"yo pana bhikkhu asammato <b>bhikkhuniyo</b> ovadeyya, pācittiyaṃ."	""
"1"	"3"	"ovadeyya"	"verb"	"opt 3rd sg of ovadati"	""	""	"admonishes, advises, instructs"	""	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"ava + vada + ti"	""	""	"PA 21"	"ovādasikkhāpadaṃ"	"yo pana bhikkhu asammato bhikkhuniyo <b>ovadeyya</b>, pācittiyaṃ."	""
"51"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1"	"1"	"sammatopi"	"sandhi"	""	""	""	"even authorized, even appointed"	""	""	""	""	""	"sammato + api"	""	""	"PA 22"	"atthaṅgatasikkhāpadaṃ"	"<b>sammato'pi</b> ce bhikkhu atthaṅ'gate sūriye bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"1"	"2"	"- sammato"	"pp"	"masc nom sg of sammata"	""	""	"authorized, appointed"	"thought together"	"√man (think)"	"3"	"ya"	""	"saṃ + √man + ta"	""	""	"PA 22"	"atthaṅgatasikkhāpadaṃ"	"<b>sammato</b>'pi ce bhikkhu atthaṅ'gate sūriye bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"19"	"26"	"- api"	"ind"	"conj"	"0"	"யாக"	"then, and, now, even"	"0"	"0"	"0"	"0"	"0"	"(a)pi"	"0"	"0"	""	""	""	""
"28"	"38"	"ce"	"ind"	"0"	"0"	"0"	"if"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"84"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"1"	"1"	"atthaṅgate"	"adj"	"masc loc sg of atthaṇgata"	""	""	"when set"	"when gone home"	""	""	""	""	"atthaṃ + gata"	"unelided accusative tappurisa"	"atthaṃ + gata"	"PA 22"	"atthaṅgatasikkhāpadaṃ"	"sammato'pi ce bhikkhu <b>atthaṅ'gate</b> sūriye bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"1"	"1"	"- atthaṃ"	"noun"	"masc acc sg of attha"	""	""	"home"	""	""	""	""	""	""	""	""	"PA 22"	"atthaṅgatasikkhāpadaṃ"	"sammato'pi ce bhikkhu <b>atthaṅ</b>'gate sūriye bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"1"	"1"	"- gate"	"pp"	"masc loc sg of gata, loc abs"	""	""	"when gone"	""	"√gam (go)"	"1"	"a"	""	"√gam + ta"	""	""	"PA 22"	"atthaṅgatasikkhāpadaṃ"	"sammato'pi ce bhikkhu atthaṅ'<b>gate</b> sūriye bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"1"	"1"	"suriye"	"noun"	"masc loc sg of suriya, loc abs"	""	""	"when the sun"	""	"√sur (shine)"	"1"	"a"	""	"√sur + iya"	""	""	"PA 22"	"atthaṅgatasikkhāpadaṃ"	"sammato'pi ce bhikkhu atthaṅ'gate <b>sūriye</b> bhikkhuniyo ovadeyya, pācittiyaṃ."	""
"2"	"4"	"bhikkhuniyo"	"noun"	"fem acc pl of bhikkhunī"	"0"	"0"	"nuns"	"0"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u + nī"	"0"	"0"	""	""	""	""
"2"	"3"	"ovadeyya"	"verb"	"opt 3rd sg of ovadati"	"0"	"0"	"admonishes, advises, instructs"	"0"	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"ava + vada + ti"	"0"	"0"	""	""	""	""
"52"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"43"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"54"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"85"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"1"	"1"	"bhikkhunupassayaṃ"	"noun"	"masc acc sg of bhikkhunupassaya"	""	""	"nun's dwelling"	""	""	""	""	""	"bhikkhunī + upassaya"	"genitive tappurisa"	"bhikkhunīnaṃ + upassaya"	"PA 23"	"bhikkhunupassayasikkhāpadaṃ"	"yo pana bhikkhu <b>bhikkhun'upassayaṃ</b> upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṃ. tatth'āyaṃ samayo, gilānā hoti bhikkhunī, ayaṃ tattha samayo."	""
"1"	"2"	"- bhikkhunī"	"noun"	"fem nom sg of bhikkhunī"	""	""	"nun"	"female beggar"	"√bhikkh (beg)"	"1"	"a"	""	"√bhikkh + u + [n] + ī"	""	""	"PA 23"	"bhikkhunupassayasikkhāpadaṃ"	"yo pana bhikkhu <b>bhikkhun</b>'upassayaṃ upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṃ. tatth'āyaṃ samayo, gilānā hoti bhikkhunī, ayaṃ tattha samayo."	""
"1"	"1"	"- upassayaṃ"	"noun"	"masc acc sg of upassaya"	""	""	"home, dwelling"	"support"	"√si (depend on, associate with)"	"1"	"a"	""	"upa + √si + *a"	""	""	"PA 23"	"bhikkhunupassayasikkhāpadaṃ"	"yo pana bhikkhu bhikkhun'<b>upassayaṃ</b> upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṃ. tatth'āyaṃ samayo, gilānā hoti bhikkhunī, ayaṃ tattha samayo."	""
"7"	"7"	"upasaṅkamitvā"	"verb"	"abs of upasaṅkamati"	"0"	"0"	"having approached"	"having gone near"	"√kam (go)"	"1"	"a"	"0"	"upa + saṃ + √kam + itvā"	"0"	"0"	""	""	""	""
"3"	"4"	"bhikkhuniyo"	"noun"	"fem acc pl of bhikkhunī"	"0"	"0"	"nuns"	"0"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u + nī"	"0"	"0"	""	""	""	""
"3"	"3"	"ovadeyya"	"verb"	"opt 3rd sg of ovadati"	"0"	"0"	"admonishes, advises, instructs"	"0"	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"ava + vada + ti"	"0"	"0"	""	""	""	""
"10"	"26"	"aññatra"	"ind"	"ind, adv"	"+abl"	"தவிர்த்து"	"apart (from), except (for)"	"other than"	"0"	"0"	"0"	"0"	"añña + tra"	"0"	"0"	""	""	""	""
"2"	"7"	"samayā"	"noun"	"masc abl sg of samaya"	"0"	"0"	"from the right time, proper occasion"	"from come together"	"√i (come, go)"	"1"	"a"	"0"	"saṃ + √i > ay + *a"	"0"	"0"	""	""	""	""
"53"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"7"	"tatthāyaṃ"	"comp"	"sandhi"	"0"	"0"	"in this case this"	"there this"	"0"	"0"	"0"	"0"	"tattha + ayaṃ"	"0"	"0"	""	""	""	""
"3"	"14"	"samayo"	"noun"	"masc nom sg of samaya"	"0"	"0"	"the right time, proper occasion"	"come together"	"√i (come, go)"	"1"	"a"	"0"	"saṃ + √i > ay + *a"	"0"	"0"	""	""	""	""
"1"	"1"	"gilānā"	"adj"	"fem nom sg of gilāna"	""	""	"sick, ill, unhealthy, not well"	""	"√gilā (be sick, tired)"	"3"	"ya"	""	"√gilā + ana"	""	""	"PA 23"	"bhikkhunupassayasikkhāpadaṃ"	"yo pana bhikkhu bhikkhun'upassayaṃ upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṃ. tatth'āyaṃ samayo, <b>gilānā</b> hoti bhikkhunī, ayaṃ tattha samayo."	""
"17"	"20"	"hoti"	"verb"	"pr 3rd sg"	"+nom"	"இருக்கிறது"	"there is"	"it is"	"√hū (be)"	"1"	"a"	"√hū + a > ho"	"ho + ti"	"0"	"0"	""	""	""	""
"1"	"3"	"bhikkhunī"	"noun"	"fem nom sg of bhikkhunī"	""	""	"nun"	"female beggar"	"√bhikkh (beg)"	"1"	"a"	""	"√bhikkh + u + [n] + ī"	""	""	"PA 23"	"bhikkhunupassayasikkhāpadaṃ"	"yo pana bhikkhu bhikkhun'upassayaṃ upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṃ. tatth'āyaṃ samayo, gilānā hoti <b>bhikkhunī</b>, ayaṃ tattha samayo."	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"15"	"ayaṃ"	"pron"	"fem nom sg of ima"	"0"	"0"	"this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"7"	"17"	"tattha"	"ind"	"adv, from ta"	"0"	"0"	"there"	"0"	"0"	"0"	"0"	"0"	"ta + ttha"	"0"	"0"	""	""	""	""
"4"	"14"	"samayo"	"noun"	"masc nom sg of samaya"	"0"	"0"	"the right time, proper occasion"	"come together"	"√i (come, go)"	"1"	"a"	"0"	"saṃ + √i > ay + *a"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"44"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"55"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"86"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"10"	"20"	"evaṃ"	"ind"	"ind, adv"	"0"	"இப்படி"	"thus, like this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"10"	"18"	"vadeyya"	"verb"	"opt 3rd sg of vadati"	"0"	"சொல்லக்கூடும்"	"he would say, speak, tell"	"0"	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"vada + eyya"	"0"	"0"	""	""	""	""
"1"	"1"	"āmisahetu"	"ind"	"adv, comp"	""	""	"for the sake of material gain"	"meaty cause"	""	""	""	""	"āmisa + hetu"	"abyāyibhāva"	"āmisa + hetu"	"PA 24"	"āmisasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, <b>āmisahetu</b> therā bhikkhū bhikkhuniyo ovadantī'ti, pācittiyaṃ."	""
"1"	"1"	"- āmisa"	"noun"	"nt"	""	""	"worldly gain, profit"	"meat"	""	""	""	""	"āma + isa"	""	""	"PA 24"	"āmisasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, <b>āmisa</b>hetu therā bhikkhū bhikkhuniyo ovadantī'ti, pācittiyaṃ."	""
"1"	"1"	"- hetu"	"ind"	"ind, adv"	""	""	"for the sake of"	"cause"	"√hi (impel)"	"7"	"o"	""	"√hi + *tu"	""	""	"PA 24"	"āmisasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, āmisa<b>hetu</b> therā bhikkhū bhikkhuniyo ovadantī'ti, pācittiyaṃ."	""
"20"	"26"	"bhikkhū"	"noun"	"masc nom pl, from bhikkhati"	"0"	"0"	"monks, monastics"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"4"	"4"	"bhikkhuniyo"	"noun"	"fem acc pl of bhikkhunī"	"0"	"0"	"nuns"	"0"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u + nī"	"0"	"0"	""	""	""	""
"1"	"1"	"ovadantīti"	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA 24"	"āmisasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, āmisahetu therā bhikkhū bhikkhuniyo <b>ovadantī'ti</b>, pācittiyaṃ."	""
"1"	"1"	"- ovadanti"	"verb"	"pr 3rd pl of ovadati"	""	""	"they admonish, advise, instruct"	""	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"ava + vada + ti"	""	""	"PA 24"	"āmisasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, āmisahetu therā bhikkhū bhikkhuniyo <b>ovadantī'</b>ti, pācittiyaṃ."	""
"32"	"45"	"- iti"	"ind"	"0"	"0"	"என"	"“”"	"thus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"54"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"45"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"56"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"87"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"4"	"6"	"aññātikāya"	"adj"	"fem instr sg of aññātaka"	"0"	"0"	"by unrelated"	"by not known"	"√ñā (know)"	"5"	"nā"	"0"	"na + √ñā + ta + ka"	"0"	"0"	""	""	""	""
"4"	"10"	"bhikkhuniyā"	"noun"	"fem instr sg of bhikkhunī"	"0"	"0"	"by a nun"	"female beggar"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u + [n] + ī"	"0"	"0"	""	""	""	""
"17"	"23"	"cīvaraṃ"	"noun"	"nt nom sg of cīvara"	"0"	"0"	"robe"	"cloth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"3"	"dadeyya"	"verb"	"opt 3rd sg of dadāti"	""	""	"he would give"	""	"√dā (give)"	"1"	"a"	"√dā + dā + a > dadā"	"dadā + ti"	""	""	"PA 25"	"cīvaradānasikkhāpadaṃ"	"yo pana bhikkhu aññātikāya bhikkhuniyā cīvaraṃ <b>dadeyya</b> aññatra pārivattakā, pācittiyaṃ."	""
"11"	"26"	"aññatra"	"ind"	"ind, adv"	"+abl"	"தவிர்த்து"	"apart (from), except (for)"	"other than"	"0"	"0"	"0"	"0"	"añña + tra"	"0"	"0"	""	""	""	""
"2"	"2"	"pārivaṭṭakā"	"noun"	"masc abl sg of pārivaṭṭaka"	"0"	"0"	"from exchange, trade"	"turning around"	"√vaṭṭ (turn)"	"1"	"a"	"0"	"pari + √vaṭṭ + *aka"	"0"	"0"	""	""	""	""
"55"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"46"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"57"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"88"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"5"	"6"	"aññātikāya"	"adj"	"fem instr sg of aññātaka"	"0"	"0"	"by unrelated"	"by not known"	"√ñā (know)"	"5"	"nā"	"0"	"na + √ñā + ta + ka"	"0"	"0"	""	""	""	""
"5"	"10"	"bhikkhuniyā"	"noun"	"fem instr sg of bhikkhunī"	"0"	"0"	"by a nun"	"female beggar"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u + [n] + ī"	"0"	"0"	""	""	""	""
"18"	"23"	"cīvaraṃ"	"noun"	"nt nom sg of cīvara"	"0"	"0"	"robe"	"cloth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"sibbeyya"	"verb"	"opt 3rd sg of sibbati"	""	""	"he would sew"	""	"√siv (sew)"	"3"	"ya"	"√siv + ya > sibba"	"sibba + ti"	""	""	"PA 26"	"cīvarasibbanasikkhāpadaṃ"	"yo pana bhikkhu aññātikāya bhikkhuniyā cīvaraṃ <b>sibbeyya</b> vā sibbāpeyya vā, pācittiyaṃ."	""
"113"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"sibbāpeyya"	"verb"	"opt 3rd sg of sibbāpeti"	""	""	"he would make sew"	""	"√siv (sew)"	"3"	"*āpe"	"√siv + ya + āpe > sibbāpe"	"sibbāpe + ti"	""	""	"PA 26"	"cīvarasibbanasikkhāpadaṃ"	"yo pana bhikkhu aññātikāya bhikkhuniyā cīvaraṃ sibbeyya vā <b>sibbāpeyya</b> vā, pācittiyaṃ."	""
"114"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
